Name,Municipality,County,Address,Student body count,Latitude,Longitude
Hope Oppvekstsenter - Avdeling skole,Risør,Aust-Agder,"Hopestrand, 4950 RISØR",6,58.7082177,9.1836403
Risør ungdomsskole,Risør,Aust-Agder,"Kjempestien 6, 4950 RISØR",53,58.7152657,9.218853
Risør barneskole,Risør,Aust-Agder,"Kjempestien 2, 4950 RISØR",53,58.7163633,9.2187508
Orre skule,Klepp,Rogaland,"Pollestadvn 321, 4343 ORRE",18,58.7173959,5.5705641
Hognestad skule,Time,Rogaland,"Hognestad, 4340 BRYNE",6,58.7288316,5.6470303
Jærtun Lutherske Friskule,Time,Rogaland,"Kong Haakons Veg 4, 4340 BRYNE",,58.7305089,5.663994
Rosseland skule,Time,Rogaland,"Dronning Mauds Gate 3, 4340 BRYNE",194,58.7305352,5.6603352
Bryne skule,Time,Rogaland,"Ola Barkveds Veg 16, 4340 BRYNE",451,58.732184,5.6455367
Vestly skule,Time,Rogaland,"Vestly, 4340 BRYNE",5,58.7351963,5.6414498
Bryne ungdomsskule,Time,Rogaland,"Sveinsvollvegen 5, 4340 BRYNE",323,58.7351963,5.6414498
Lye ungdomsskule,Time,Rogaland,"Kvartsvegen 5 A, 4340 BRYNE",68,58.7351963,5.6414498
Lye skule,Time,Rogaland,"Kvartsvegen 5 B, 4340 BRYNE",236,58.7351963,5.6414498
Tu skule,Klepp,Rogaland,"Austvegen 46, 4340 BRYNE",128,58.7459309,5.6355842
Vegårshei skule,Vegårshei,Aust-Agder,"Myra, 4985 VEGÅRSHEI",31,58.7492475,8.8614857
Kyrkjebygd skule,Åseral,Vest-Agder,"Bordalen, 4540 ÅSERAL",613,58.757156,7.3517905
Horpestad skule,Klepp,Rogaland,"Orrevegen 304, 4352 KLEPPE",128,58.7573573,5.5899408
Søndeled skole,Risør,Aust-Agder,"Brattestø 11, 4990 SØNDELED",10,58.7614235,9.076887
Ålgård skole,Gjesdal,Rogaland,"Rettedalen 13, 4330 ÅLGÅRD",141,58.7653937,5.8572988
Åmli skule,Åmli,Aust-Agder,"Åmli, 4865 ÅMLI",15,58.765468,8.4843432
Gjesdal ungdomsskole,Gjesdal,Rogaland,"Solåsveien 33, 4330 ÅLGÅRD",431,58.7698196,5.8671098
Solås skole,Gjesdal,Rogaland,"Åfaret 4, 4330 ÅLGÅRD",48,58.7724048,5.8650954
Frøyland ungdomsskule,Time,Rogaland,"Gåsevikvegen 2, 4355 KVERNALAND",74,58.7724604,5.7268964
Frøyland skule,Time,Rogaland,"Kråvegen 2, 4355 KVERNALAND",34,58.7730986,5.7259123
Klepp ungdomsskule,Klepp,Rogaland,"Stasjonsvegen 26 B, 4352 KLEPPE",67,58.7756987,5.643168
Bore ungdomsskule,Klepp,Rogaland,"Stasjonsvegen 26 B, 4352 KLEPPE",67,58.7756987,5.643168
Bærland skole,Gjesdal,Rogaland,"Barliveien 5, 4330 ÅLGÅRD",166,58.7763532,5.8275139
Engelsvoll skule,Klepp,Rogaland,"Engelsvollvn 91, 4353 KLEPP STASJON",128,58.7780123,5.6831607
Kleppe skule,Klepp,Rogaland,"Viervegen 10, 4352 KLEPPE",28,58.7796241,5.6377959
Figgjo skole,Sandnes,Rogaland,"Figgenveien 31/33, 4332 FIGGJO",358,58.7869122,5.8113108
Orstad skule,Klepp,Rogaland,"Skogvegen 26, 4353 KLEPP STASJON",39,58.7871462,5.7119432
Bore skule,Klepp,Rogaland,"Verdalsvegen 31, 4352 KLEPPE",128,58.7875901,5.6026579
Byglandsfjord Oppvekstsenter - Avdeling skule,Bygland,Aust-Agder,"4741, BYGLANDSFJORD  ",57,58.7923291,7.7812834
Fiane skole,Gjerstad,Aust-Agder,"Fiane, 4993 SUNDEBRU",17,58.8043858,9.0760353
Vasshus skule,Klepp,Rogaland,"Stangelandsvegen 100, 4354 VOLL",128,58.8082541,5.6191952
Buggeland skole,Sandnes,Rogaland,"Buggelandskogen 5, 4324 SANDNES",358,58.8187171,5.7463932
Bogafjell skole,Sandnes,Rogaland,"Bogafjellbakken 1, 4324 SANDNES",20,58.8198772,5.7524387
Ganddal skole,Sandnes,Rogaland,"Telefonveien 1, 4322 SANDNES",53,58.8230124,5.7115143
Sandnes Friskole AS,Sandnes,Rogaland,"Elveosen 8, 4323 SANDNES",58,58.8235738,5.7168933
Sviland skole,Sandnes,Rogaland,"Sviland, 4308 SANDNES",91,58.8241187,5.8234
Sørbø skole,Sandnes,Rogaland,"Haugen 27, 4323 SANDNES",29,58.8258997,5.7285581
Oltedal skole,Gjesdal,Rogaland,"Bygdaveien 54, 4333 OLTEDAL",12,58.8261652,6.0348408
Dirdal skole,Gjesdal,Rogaland,"Dirdal 50, 4335 DIRDAL",9,58.8276981,6.1899924
Malmheim skule,Sandnes,Rogaland,"Killinglandveien 24, 4312 SANDNES",5,58.8338318,5.6605271
Sunde skole,Gjerstad,Aust-Agder,"Sundebru, 4993 SUNDEBRU",28,58.8356938,9.0852381
Sandved skole,Sandnes,Rogaland,"Gamle Asheimvei 9, 4318 SANDNES",32,58.8411069,5.7155477
Austrått skole,Sandnes,Rogaland,"Austråttveien 1, 4306 SANDNES",358,58.8423377,5.7395137
Høyland ungdomsskole,Sandnes,Rogaland,"Austråttveien 11, 4306 SANDNES",358,58.8443384,5.7418141
Iglemyr skole,Sandnes,Rogaland,"Myrullveien 1, 4326 SANDNES",24,58.8445532,5.7535229
Dysjaland skule,Sola,Rogaland,"Tjelta, 4054 TJELTA",9,58.8471293,5.6222945
Skeiene ungdomsskole,Sandnes,Rogaland,"Vårveien 9, 4319 SANDNES",160,58.848007,5.7207179
Levangsheia skole,Kragerø,Telemark,"Bryggebakken 2, 3788 STABBESTAD",8,58.8504831,9.4042389
Øygard ungdomsskole,Sandnes,Rogaland,"Eddaveien 25, 4327 SANDNES",358,58.8534937,5.7650185
Trones skole,Sandnes,Rogaland,"Postveien 65, 4307 SANDNES",297,58.8555815,5.7328899
Stangeland skole,Sandnes,Rogaland,"Solaveien 84, 4316 SANDNES",40,58.8562571,5.7163361
Tåtøy skole,Kragerø,Telemark,"Tåtøy, 3770 KRAGERØ",18,58.8566674,9.3869007
Vatneli skole,Sandnes,Rogaland,"Vatneliveien, 4309 SANDNES",358,58.8571526,5.7767518
Hana skole,Sandnes,Rogaland,"Hanamyrveien 21, 4328 SANDNES",53,58.8581707,5.7637986
Sandnes skule,Masfjorden,Hordaland,"Sandnes, 5981 MASFJORDNES",7,58.8584803,5.7173815
Håland skole,Sola,Rogaland,"Hålandsvegen 21, 4053 RÆGE",116,58.8594213,5.5846345
Skåtøy skole,Kragerø,Telemark,"Torsdalsveien 2, 3766 SANNIDAL",3,58.8618286,9.4935366
Giske ungdomsskole,Sandnes,Rogaland,"Smeaheiveien 24, 4317 SANDNES",53,58.8618948,5.7291237
Smeaheia skole,Sandnes,Rogaland,"Kjærholen 5, 4316 SANDNES",91,58.8632843,5.7197889
Aspervika skole,Sandnes,Rogaland,"Asperholen 89, 4329 SANDNES",91,58.8651342,5.7625714
Soma skole,Sandnes,Rogaland,"Soma, 4312 SANDNES",40,58.8660223,5.6850917
Kragerø barne- og ungdomsskole,Kragerø,Telemark,"Biørneveien 3-5, 3770 KRAGERØ",11,58.8681956,9.408625
Kalstad skole,Kragerø,Telemark,"Frydensborgveien 15, 3770 KRAGERØ",30,58.871622,9.3955766
Lura skole,Sandnes,Rogaland,"Lerkeveien 9, 4314 SANDNES",312,58.8752134,5.7343284
Stangeland skole,Sola,Rogaland,"Kleppvegen 10, 4050 SOLA",323,58.8778211,5.6556232
Porsholen skole,Sandnes,Rogaland,"Porsmyrveien 33, 4314 SANDNES",614,58.8815551,5.7362933
Lurahammaren ungdomsskole,Sandnes,Rogaland,"Rissebærstraen 11, 4315 SANDNES",358,58.8825633,5.7455125
Sandnes Lutherske grunnskole,Sandnes,Rogaland,"Prinsens Vei 8, 4315 SANDNES",6,58.8830292,5.7407369
Sande skole,Sola,Rogaland,"Stemvegen 36, 4050 SOLA",598,58.8891663,5.655563
Sannidal skole,Kragerø,Telemark,"Torsdalsveien 2, 3766 SANNIDAL",21,58.890309,9.2934116
Årø skole,Kragerø,Telemark,"Nøkkeldalen 6, 3770 KRAGERØ",,58.8920256,9.3580427
Sannidal ungdomsskole,Kragerø,Telemark,"Kloppkjærveien 6, 3766 SANNIDAL",46,58.8949154,9.2865289
Høle barne- og ungdomsskole,Sandnes,Rogaland,"Høle, 4308 SANDNES",9,58.8964397,6.0209
Gausel skole,Stavanger,Rogaland,"Gauselbakken 103, 4032 STAVANGER",365,58.8990643,5.7351122
Røyneberg skole,Sola,Rogaland,"Myklaberglia 21, 4052 RØYNEBERG",116,58.8995071,5.6133202
Sola skole,Sola,Rogaland,"Erlingvegen 10, 4050 SOLA",116,58.8995071,5.6133202
Gautesete skole,Stavanger,Rogaland,"Heddeveien 143, 4034 STAVANGER",80,58.9000859,5.7216972
Godeset skole,Stavanger,Rogaland,"Folkvangveien 50, 4034 STAVANGER",38,58.9001852,5.7147839
Sola ungdomsskole,Sola,Rogaland,"Skiljaberget, 4050 SOLA",116,58.9027037,5.6010201
Skarbo skole,Kragerø,Telemark,,,58.9055161,9.4037399
Gjerstad skole,Gjerstad,Aust-Agder,"4980, GJERSTAD  ",13,58.9127753,8.9034253
Jåtten skole,Stavanger,Rogaland,"Ordfører Askelands Gate 11, 4020 STAVANGER",71,58.9148979,5.7247058
Sinnes skule,Sirdal,Vest-Agder,"Sinnes, 4443 TJØRHOM",66,58.9156096,6.8686394
Hinna skole,Stavanger,Rogaland,"Ordfører Tveteraas Gate 11, 4020 STAVANGER",71,58.9164337,5.7217672
Grannes skole,Sola,Rogaland,"Grannessletta 150, 4052 RØYNEBERG",116,58.9180774,5.6800268
Maudland skole,Sandnes,Rogaland,"Kristines Vei 1, 4311 HOMMERSÅK",358,58.9194896,5.871735
Bygland skule,Bygland,Aust-Agder,"4745, BYGLAND  ",2,58.9224673,7.6778887
Riska ungdomsskole,Sandnes,Rogaland,"Nøtteskjellveien 7, 4310 HOMMERSÅK",99,58.9272977,5.8462434
Kyrkjevollen skole,Sandnes,Rogaland,"Kamskjellveien 2, 4310 HOMMERSÅK",358,58.9273723,5.8395321
Forsand skule,Forsand,Rogaland,"Forsand skule, 4110 FORSAND",82,58.9295631,6.2681467
Vaulen skole,Stavanger,Rogaland,"Auglendsbakken 27, 4018 STAVANGER",71,58.9307913,5.7308149
Haga skole,Sola,Rogaland,"Tananger Ring 3, 4056 TANANGER",116,58.9357585,5.6035034
Tananger ungdomsskole,Sola,Rogaland,"Skoletunet 1, 4056 TANANGER",307,58.936418,5.5988944
Kristianslyst skole,Stavanger,Rogaland,"Skolevollen 17, 4017 STAVANGER",292,58.9381386,5.7345042
Steinerskolen Stavanger,Stavanger,Rogaland,"Skolevollen 19, 4017 STAVANGER",85,58.9381568,5.7339367
Storevarden skole,Sola,Rogaland,"Storevardvegen 13, 4056 TANANGER",240,58.9390275,5.5758207
Hafrsfjord skole,Stavanger,Rogaland,"Madlasandnes, 4045 HAFRSFJORD",70,58.9397767,5.648114
Gosen skole,Stavanger,Rogaland,"Sophus Bugges Gate 13, 4041 HAFRSFJORD",365,58.9416124,5.6841264
Madlavoll skole,Stavanger,Rogaland,"Jernalderveien 47, 4041 HAFRSFJORD",64,58.9428937,5.691112
Kvaleberg skole,Stavanger,Rogaland,"Hillevågsveien 82, 4016 STAVANGER",167,58.9441208,5.7448961
Auglend skole,Stavanger,Rogaland,"Hjalmar Johansens Gate 32, 4019 STAVANGER",75,58.946654,5.7256239
Madlamark skole,Stavanger,Rogaland,"Rappveien 17, 4041 HAFRSFJORD",156,58.949816,5.6788337
Ullandhaug skole,Stavanger,Rogaland,"Hjalmar Johansens Gate 13, 4019 STAVANGER",71,58.9499935,5.7241493
The British International School Of Stavanger,Stavanger,Rogaland,"Treskeveien 3, 4043 HAFRSFJORD",154,58.9506285,5.6546064
Tjensvoll skole,Stavanger,Rogaland,"Tjensvollveien 54, 4021 STAVANGER",71,58.9514566,5.7035405
Revheim skole,Stavanger,Rogaland,"Revheimsveien 128, 4043 HAFRSFJORD",365,58.9525356,5.6425881
Lassa skole,Stavanger,Rogaland,"Rektor Berntsens Gate 9, 4022 STAVANGER",365,58.9569598,5.6942135
Stavanger Kristne grunnskole,Stavanger,Rogaland,"Adjunkt Hauglandsgate 52, 4022 STAVANGER",85,58.9601482,5.6914957
Smiodden skole,Stavanger,Rogaland,"Alkeveien 19, 4049 HAFRSFJORD",70,58.9601482,5.6914957
Sunde skole,Stavanger,Rogaland,"Sundeveien 10, 4049 HAFRSFJORD",30,58.9620079,5.6218264
Våland skole,Stavanger,Rogaland,"Schives Gate 21, 4010 STAVANGER",85,58.9622717,5.7329946
Eiganes skole,Stavanger,Rogaland,"Dues Vei 35, 4023 STAVANGER",59,58.9643735,5.7062501
St Svithun skole,Stavanger,Rogaland,"Vikedalsgata 11, 4012 STAVANGER",604,58.9650705,5.7402174
Nylund skole,Stavanger,Rogaland,"Nylundsgata 1, 4014 STAVANGER",365,58.9650895,5.7501556
Birkeland skule,Sauda,Rogaland,"Birkeland, 4200 SAUDA",,58.9658005,5.736098
Kannik skole,Stavanger,Rogaland,"St. Svithuns Gate 40, 4009 STAVANGER",365,58.9658037,5.7283096
Kvernevik skole,Stavanger,Rogaland,"Heiloveien 11, 4049 HAFRSFJORD",71,58.9662115,5.6058528
Storhaug skole,Stavanger,Rogaland,"Sandeidgata 25, 4012 STAVANGER",34,58.9663867,5.7412104
Kroken skole,Drangedal,Telemark,"Kjørkeveien 9, 3750 DRANGEDAL",17,58.9706407,9.1582924
Kampen skole,Stavanger,Rogaland,"Kampensgata 33, 4024 STAVANGER",365,58.9718679,5.7156827
Prestebakke skole,Halden,Østfold,"Prestebakke, 1796 KORNSJØ",391,58.9729914,11.5517534
Tastaveden skole,Stavanger,Rogaland,"Soltunveien 30, 4026 STAVANGER",71,58.9812702,5.7026233
Byfjord skole,Stavanger,Rogaland,"Soltunveien 28, 4026 STAVANGER",59,58.9812702,5.7026233
Tasta skole,Stavanger,Rogaland,"Rektor Berntsens Gate 9, 4022 STAVANGER",118,58.9831819,5.6802305
Goa skole,Randaberg,Rogaland,"Kyrkjeveien 48, 4070 RANDABERG",40,58.9844215,5.6315204
Strønstad skole,Hadsel,Nordland,"8317, STRØNSTAD  ",2,58.9848714,10.4232527
Buøy skole,Stavanger,Rogaland,"Skipsbyggergata 19 A, 4085 HUNDVÅG",226,58.9849787,5.7332489
Berg skole,Larvik,Vestfold,"Søndersrød, 3295 HELGEROA",27,58.9852716,9.8705436
Tastarustå skole,Stavanger,Rogaland,"Gjerdeveien 32, 4027 STAVANGER",214,58.9861633,5.6927456
Teinå skole,Stavanger,Rogaland,"Eldfiskbakken 11, 4028 STAVANGER",57,58.9899821,5.68565
Roaldsøy skole,Stavanger,Rogaland,"Nordvikveien 23 A, 4085 HUNDVÅG",71,58.9940021,5.7632487
Austbø skole,Stavanger,Rogaland,"Austbøsvingene 50, 4085 HUNDVÅG",350,58.994673,5.7361677
Hundvåg skole,Stavanger,Rogaland,"Hundvågveien 75, 4085 HUNDVÅG",76,58.9960489,5.7320381
Vassøy skole,Stavanger,Rogaland,"Sørstrandveien 38, 4076 VASSØY",32,58.9963807,5.7852648
Stavern skole,Larvik,Vestfold,"Helgeroveien 1, 3290 STAVERN",,58.9966542,10.0343514
Vardenes skole,Stavanger,Rogaland,"Gamle Dusavikvei 4, 4029 STAVANGER",36,58.9996486,5.6860436
Harestad skole,Randaberg,Rogaland,"Torvmyrveien 7, 4070 RANDABERG",43,59.0004101,5.6229429
Lunde skole,Stavanger,Rogaland,"Lerkeskogen 1, 4085 HUNDVÅG",30,59.0014835,5.7383265
Skeie skole,Stavanger,Rogaland,"Terje Vigens Vei 1, 4085 HUNDVÅG",347,59.0017772,5.7262744
Langesund ungdomsskole,Bamble,Telemark,"H P Jacobsens Gate 10, 3970 LANGESUND",73,59.0017971,9.7413283
Brunla ungdomsskole,Larvik,Vestfold,"Vardeveien 34, 3292 STAVERN",138,59.0027899,10.0226986
Langesund barneskole i Bamble,Bamble,Telemark,"Nustad Skolevei 9, 3970 LANGESUND",148,59.0047023,9.7341185
Grødem skole,Randaberg,Rogaland,"Fjordsolveien 8, 4070 RANDABERG",285,59.0097105,5.6535061
Tau skole,Strand,Rogaland,"Tau, 4120 TAU",77,59.0183295,5.82448
Jordet skole,Larvik,Vestfold,"Brunlaveien 196, 3267 LARVIK",171,59.0187363,10.0099444
Tveit Skule/nissedal ungdomsskule,Nissedal,Telemark,,,59.0193033,8.5214672
Felle skule,Nissedal,Telemark,"Treungen, 3855 TREUNGEN",7,59.0193033,8.5214672
Valby skole,Larvik,Vestfold,"Sølvstråveien 42, 3261 LARVIK",19,59.0267673,10.1015467
Fjelltun skole,Strand,Rogaland,"Fjelltunvegen, 4100 JØRPELAND",14,59.026887,6.0344753
Jørpeland ungdomsskole,Strand,Rogaland,"Fjelltunveien, 4100 JØRPELAND",282,59.026887,6.0344753
Floren skole,Hvaler,Østfold,"1680, SKJÆRHALDEN  ",156,59.0282704,11.031739
Grasmyr ungdomsskole i Bamble,Bamble,Telemark,"Tønderveien 9, 3960 STATHELLE",73,59.0302463,9.7027711
Østre Halsen skole,Larvik,Vestfold,"Storgaten 29, 3260 LARVIK",198,59.0369282,10.0660884
Stathelle barneskole i Bamble,Bamble,Telemark,"Kjellestadbakken, 3960 STATHELLE",497,59.0378013,9.7027792
Åmøy skole,Stavanger,Rogaland,"Åmøyveien 659, 4154 AUSTRE ÅMØY",33,59.0398133,5.7520198
Mellomhagen ungdomsskole,Larvik,Vestfold,"Mellomhagen 33, 3261 LARVIK",97,59.0405064,10.0728801
Rugtvedt skole i Bamble,Bamble,Telemark,"Herreveien 2b, 3960 STATHELLE",146,59.0406413,9.6745517
Rønholt skole i Bamble,Bamble,Telemark,"Rønholtveien, 3960 STATHELLE",18,59.0449399,9.6938048
Ra Ungdomskole,Larvik,Vestfold,"Ulfsbakveien 59, 3267 LARVIK",114,59.0474754,9.9834055
Torstrand skole,Larvik,Vestfold,"Kristian Fredriks Vei 1, 3257 LARVIK",21,59.0487847,10.0396505
Mesterfjellet ungdomsskole,Larvik,Vestfold,"Kristian Fredriks Vei 3, 3257 LARVIK",53,59.0492053,10.0398427
Verdensmestern,Larvik,Vestfold,"Reipbanegata 20, 3262 LARVIK",6,59.0493177,10.0456261
Langestrand skole,Larvik,Vestfold,"Rosendalsgata 17, 3264 LARVIK",152,59.0497204,10.0131662
Borge skole,Porsgrunn,Telemark,"Øvre Liane 57, 3914 PORSGRUNN",123,59.0513655,9.7056337
Tjodalyng barne- og ungdomskole,Larvik,Vestfold,"Vikveien 12, 3280 TJODALYNG",41,59.0527441,10.14065
Sky skole,Larvik,Vestfold,"Kleiverveien 151, 3268 LARVIK",19,59.0536042,9.9858175
Byskogen skole,Larvik,Vestfold,"Frostvedtveien 21, 3258 LARVIK",38,59.0537432,10.0555406
Østby skole,Trysil,Hedmark,"Kirkevegen 2, 2423 ØSTBY",613,59.0544127,10.124686
Kvitsøy skole,Kvitsøy,Rogaland,"4180, KVITSØY  ",,59.0601456,5.4160135
Frøystvet skole,Larvik,Vestfold,"Askeveien 2, 3274 LARVIK",,59.0610052,10.0521308
Tau ungdomsskole,Strand,Rogaland,"Bedehusvegen 4, 4120 TAU",201,59.0616879,5.9237894
Nanset skole,Larvik,Vestfold,"Oberst Peters Vei 6, 3269 LARVIK",,59.0642267,10.0388429
Bjørheimsbygd skule,Strand,Rogaland,"Bjørheimsbygd, 4120 TAU",30,59.0648701,5.9225811
Iddevang skole,Halden,Østfold,"Iddeveien 637, 1765 HALDEN",391,59.066544,11.4289622
Hedrum ungdomsskole,Larvik,Vestfold,"Vikingveien 7, 3274 LARVIK",16,59.0682926,10.0516603
Heistad skole,Porsgrunn,Telemark,"Pans Veg 3, 3940 PORSGRUNN",351,59.0762299,9.6838052
Hvasser skole,Tjøme,Vestfold,"Liaveien 2, 3148 HVASSER",,59.0763655,10.440348
Langangen skole,Porsgrunn,Telemark,"Lysåsvegen 7, 3947 LANGANGEN",123,59.0822034,9.8104642
Mosterøy skole,Rennesøy,Rogaland,"Vodlaveien 1, 4156 MOSTERØY",209,59.0840705,5.6731691
Bergsbygda skole,Porsgrunn,Telemark,"Bergsbygdavegen 558, 3949 PORSGRUNN",5,59.0844416,9.7207929
Bommestad skole,Larvik,Vestfold,"Bommestad, 3270 LARVIK",29,59.0848144,10.0615478
Heistad ungdomsskole,Porsgrunn,Telemark,"Gamle Breviksveg 107, 3940 PORSGRUNN",143,59.0861248,9.6832381
Hvaler ungdomsskole,Hvaler,Østfold,"Rød, 1684 VESTERØY",79,59.091236,10.8759311
Åttekanten skole,Hvaler,Østfold,"Vesterøy, 1684 VESTERØY",80,59.0940787,10.2637401
Vesterøy skole,Sandefjord,Vestfold,"Vesterøyveien 255, 3234 SANDEFJORD",175,59.0950635,10.2629102
Hylestad skule,Valle,Aust-Agder,"Nomeland, 4748 RYSSTAD",,59.0955781,7.5336308
Brattås skole,Porsgrunn,Telemark,"Brattåsvegen 12, 3942 PORSGRUNN",146,59.0970107,9.6832013
Drangedal ungdomsskole,Drangedal,Telemark,"Kjørkeveien 9, 3750 DRANGEDAL",,59.0981916,9.0584996
Solberg skole,Drangedal,Telemark,"Skoleveien 2, 3750 DRANGEDAL",,59.0982176,9.0560753
Store Bergan skole,Sandefjord,Vestfold,"Haneholmveien 170, 3230 SANDEFJORD",56,59.1019725,10.207339
Rødbøl skole,Larvik,Vestfold,"Gamle Ravei 312, 3270 LARVIK",4,59.1029487,10.1118684
Herre skole i Bamble,Bamble,Telemark,"Rafnesveien 3, 3965 HERRE",17,59.1040245,9.5657284
Rennesøy skule,Rennesøy,Rogaland,"Håvasteinveien 105, 4150 RENNESØY",209,59.1042567,5.69635
Kilebygda skole,Skien,Telemark,"Jensejordet 9, 3739 SKIEN",2,59.1046161,9.4295763
Talgje Oppvekstsenter - Avdeling skule,Finnøy,Rogaland,"Talgje, 4163 TALGJE",,59.1049863,5.8417834
Hovet skole,Porsgrunn,Telemark,"Hovet Ring 7, 3931 PORSGRUNN",123,59.1057954,9.6808893
Lindhøy skole,Tjøme,Vestfold,"Ormeletveien 5, 3145 TJØME",376,59.107691,10.4019928
Øberg skole,Halden,Østfold,"Øbergveien 85, 1793 TISTEDAL",391,59.1091043,11.4230437
Folkvang skole,Halden,Østfold,"Hovsveien 16, 1769 HALDEN",391,59.1129038,11.4039294
Bustrak skule,Drangedal,Telemark,"Bustrak, 3750 DRANGEDAL",5,59.1135318,9.0106944
Halden Friskole,Halden,Østfold,"Høstbakken 11, 1793 TISTEDAL",1,59.1144732,11.4249658
Nordre Strand skole,Strand,Rogaland,"Fiskå, 4120 TAU",77,59.1147125,6.0022764
International School Telemark,Porsgrunn,Telemark,"Tormod Gjestlandsvei 52, 3936 PORSGRUNN",12,59.1148755,9.6402394
Tveten ungdomsskole,Porsgrunn,Telemark,"Nyhusåsen 1, 3946 PORSGRUNN",300,59.1152666,9.6996426
Tveten skole,Porsgrunn,Telemark,"Tveitanvegen 6, 3946 PORSGRUNN",123,59.1152666,9.6996426
Ranvik ungdomsskole,Sandefjord,Vestfold,"Haukeveien 11, 3212 SANDEFJORD",187,59.1163653,10.2143775
Stridsklev ungdomsskole,Porsgrunn,Telemark,"Stridsklev Ring 118, 3929 PORSGRUNN",24,59.1164202,9.6592906
Stridsklev skole,Porsgrunn,Telemark,"Stridsklev Ring 120, 3929 PORSGRUNN",228,59.1164202,9.6592906
Risum ungdomsskole,Halden,Østfold,"Kommandantveien 37, 1769 HALDEN",116,59.1164849,11.405043
Ormestad skole,Sandefjord,Vestfold,"Ringkollgrenda 15, 3227 SANDEFJORD",187,59.1167383,10.2559932
Klevstrand skole,Porsgrunn,Telemark,"Fjellygata 39, 3936 PORSGRUNN",60,59.1184491,9.6512819
Framnes skole,Sandefjord,Vestfold,"Ferjeveien 15, 3222 SANDEFJORD",187,59.1197425,10.2369324
Varden ungdomsskole,Sandefjord,Vestfold,"Vardeveien 52, 3227 SANDEFJORD",510,59.1210521,10.2554365
Berg skole,Halden,Østfold,"Sørliveien 111, 1788 BERG I ØSTFOLD",280,59.1241289,11.2984742
Rødsberg ungdomsskole,Halden,Østfold,"Kristian Augusts Gate 7, 1776 HALDEN",116,59.124599,11.3839368
Virik skole,Sandefjord,Vestfold,"Kjellbergveien 39, 3213 SANDEFJORD",53,59.1248421,10.2047071
Grønli skole,Porsgrunn,Telemark,"Rønningvegen 85, 3925 PORSGRUNN",44,59.1255368,9.6547423
Os skole,Halden,Østfold,"Os Alle 2, 1777 HALDEN",41,59.1270419,11.3882361
Skagerak Primary And Middle School,Sandefjord,Vestfold,"Kjellbergveien 2, 3213 SANDEFJORD",19,59.1271384,10.2115506
Gimle skule,Fyresdal,Telemark,"3870, FYRESDAL  ",19,59.128059,8.092703
Låby skole,Halden,Østfold,"Likollveien 29, 1781 HALDEN",391,59.1283877,11.3630793
Tjøme ungdomsskole,Tjøme,Vestfold,"Victorsvei 2, 3145 TJØME",203,59.1298972,10.4804672
Åkre skule,Drangedal,Telemark,"Kjosen, 3750 DRANGEDAL",306,59.1302292,9.0951589
Byskolen,Sandefjord,Vestfold,"Skolegata 4, 3210 SANDEFJORD",598,59.1307946,10.2232994
Klovholt skole,Skien,Telemark,"Hamsdokkvegen 21, 3739 SKIEN",303,59.1309289,9.5180765
Svanvik skole,Skien,Telemark,,,59.1309289,9.5180765
Gokstad skole,Sandefjord,Vestfold,"Uranienborgveien 30, 3235 SANDEFJORD",49,59.1314384,10.2516052
Bugården ungdomsskole,Sandefjord,Vestfold,"Sportsveien 31, 3224 SANDEFJORD",120,59.1332292,10.1880538
Krokemoa skole,Sandefjord,Vestfold,"Ringveien 208, 3223 SANDEFJORD",187,59.1333753,10.1741858
Gimle skole,Halden,Østfold,"Blokkveien 41, 1785 HALDEN",391,59.1358349,11.4052075
Myrene skole,Porsgrunn,Telemark,"Vipevegen 4, 3917 PORSGRUNN",112,59.1366431,9.6706244
Sande skole,Sandefjord,Vestfold,"Orelund 10, 3216 SANDEFJORD",280,59.137119,10.2281408
Asak skole,Halden,Østfold,"Torpedalsveien 55, 1791 TISTEDAL",90,59.1378472,11.450663
Strupe ungdomsskole,Halden,Østfold,"Strupeveien 18, 1782 HALDEN",156,59.137954,11.3720878
Hjortsberg skole,Halden,Østfold,"B R A Veien 67, 1784 HALDEN",391,59.1399929,11.3833467
Kjølnes ungdomsskole,Porsgrunn,Telemark,"Grenlands Gate 9, 3915 PORSGRUNN",300,59.140764,9.6629825
Fogn Oppvekstsenter - Avdeling skule,Finnøy,Rogaland,"Fogn, 4164 FOGN",7,59.142797,5.932337
Moe skole,Sandefjord,Vestfold,"Moveien 78, 3221 SANDEFJORD",7,59.1432675,10.198024
Vestsiden skole,Porsgrunn,Telemark,"Grønstensgate 1, 3920 PORSGRUNN",123,59.1450364,9.6388917
Haukerød skole,Sandefjord,Vestfold,"Raveien 220, 3242 SANDEFJORD",72,59.1452407,10.1862135
Årdal skule,Hjelmeland,Rogaland,"Kyrkjebøen, 4137 ÅRDAL I RYFYLKE",9,59.1453703,6.1676653
Mokollen skole,Sandefjord,Vestfold,"Plutos Vei 16 B, 3226 SANDEFJORD",6,59.1456255,10.2113819
Breidablikk ungdomsskole,Sandefjord,Vestfold,"Frøyas Vei 33, 3216 SANDEFJORD",510,59.1456837,10.2285725
Bjørkedal skole,Porsgrunn,Telemark,"Bjørkedalvn 310, 3948 PORSGRUNN",123,59.1459604,9.733969
Mosserød skole,Sandefjord,Vestfold,"Saturnus Vei 15, 3226 SANDEFJORD",187,59.1469653,10.207885
